regione,migranti_hot_spot,migranti_centri_accoglienza,migranti_siproimi_sai,totale_accoglienza,data_riferimento,filename,formato
Basilicata,0,943,588,1531,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Umbria,0,1170,332,1502,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Trentino-Alto Adige,0,932,179,1111,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Lombardia,0,8038,2051,10089,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Molise,0,385,694,1079,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Sardegna,0,802,205,1007,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Lombardia,0,7899,2049,9948,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Emilia-Romagna,0,5588,2263,7851,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Liguria,0,2467,839,3306,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Campania,0,3058,2240,5298,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Valle D'Aosta,0,35,25,60,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Sardegna,0,816,225,1041,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Molise,0,374,688,1062,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Trentino-Alto Adige,0,925,182,1107,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Umbria,0,1178,346,1524,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Basilicata,0,943,583,1526,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Sicilia,179,2364,3874,6417,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Abruzzo,0,1229,569,1798,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2610,287,2897,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Piemonte,0,5394,1811,7205,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Calabria,0,1901,2313,4214,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Veneto,0,3675,557,4232,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Puglia,219,1734,2567,4520,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Toscana,0,3709,1381,5090,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Marche,0,1598,914,2512,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Lazio,0,4811,2002,6813,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf,post-2019
Molise,0,370,719,1089,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Emilia-Romagna,0,5530,2133,7663,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Trentino-Alto Adige,0,925,176,1101,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Umbria,0,1150,348,1498,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Basilicata,0,956,628,1584,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Abruzzo,0,1215,579,1794,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Marche,0,1555,914,2469,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Friuli-Venezia Giulia,0,2554,291,2845,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Lombardia,0,7737,2014,9751,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Liguria,0,2524,837,3361,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Puglia,62,1592,2612,4266,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Toscana,0,3667,1371,5038,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Campania,0,3020,2227,5247,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Sicilia,361,2345,3963,6669,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Lazio,0,4806,2083,6889,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Piemonte,0,5247,1841,7088,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Calabria,0,1226,2397,3623,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Veneto,0,3571,564,4135,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Valle D'Aosta,0,31,25,56,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Sardegna,0,693,216,909,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf,post-2019
Emilia-Romagna,0,5476,2323,7799,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Sardegna,0,580,219,799,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Molise,0,359,731,1090,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Trentino-Alto Adige,0,920,180,1100,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Umbria,0,1154,348,1502,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Basilicata,0,965,670,1635,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Abruzzo,0,1238,579,1817,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Marche,0,1588,919,2507,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Friuli-Venezia Giulia,0,2558,292,2850,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Valle D'Aosta,0,28,23,51,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Liguria,0,2528,835,3363,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Calabria,0,1407,2458,3865,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Puglia,0,1517,2610,4127,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Veneto,0,3611,570,4181,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Toscana,0,3592,1407,4999,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Campania,0,2881,2336,5217,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Sicilia,81,2334,4059,6474,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Lazio,0,4748,2039,6787,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Piemonte,0,5250,1831,7081,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Lombardia,0,7624,2099,9723,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf,post-2019
Lombardia,0,7661,2156,9817,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Emilia-Romagna,0,6197,2391,8588,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Friuli-Venezia Giulia,0,2751,294,3045,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Sardegna,0,563,224,787,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Molise,0,354,734,1088,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Trentino-Alto Adige,0,1176,181,1357,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Basilicata,0,911,672,1583,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Umbria,0,1266,368,1634,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Abruzzo,0,1353,583,1936,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Marche,0,1585,1039,2624,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Valle D'Aosta,0,39,23,62,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Piemonte,0,5549,1835,7384,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Liguria,0,2801,843,3644,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Puglia,0,1532,2662,4194,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Veneto,0,3903,583,4486,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Campania,0,2742,2514,5256,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Toscana,0,4061,1462,5523,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Sicilia,2,1993,4191,6186,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Lazio,0,4792,2124,6916,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Calabria,0,1169,2406,3575,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf,post-2019
Piemonte,0,5919,2640,8559,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Lombardia,0,7439,594,8033,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Lazio,0,4994,2568,7562,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Molise,0,418,368,786,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Trentino-Alto Adige,0,1333,186,1519,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Abruzzo,0,1357,230,1587,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Basilicata,0,924,1602,2526,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Puglia,0,1544,1084,2628,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Calabria,0,1269,2416,3685,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Sardegna,0,609,28,637,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Liguria,0,3081,755,3836,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Marche,0,1682,2727,4409,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Toscana,0,4338,295,4633,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Sicilia,78,2076,2540,4694,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Friuli-Venezia Giulia,0,2900,1968,4868,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Campania,0,2591,2308,4899,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Veneto,0,4202,909,5111,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Umbria,0,1376,4318,5694,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Valle D'Aosta,0,44,605,649,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Emilia-Romagna,0,6814,632,7446,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf,post-2019
Valle D'Aosta,0,38,28,66,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Emilia-Romagna,0,6808,2540,9348,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Basilicata,0,932,632,1564,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Trentino-Alto Adige,0,1425,186,1611,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Umbria,0,1547,368,1915,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Abruzzo,0,1469,594,2063,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Marche,0,1820,1084,2904,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Friuli-Venezia Giulia,0,3095,295,3390,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Calabria,0,1258,2640,3898,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Liguria,0,3156,909,4065,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Puglia,12,1672,2727,4411,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Campania,0,2623,2568,5191,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Veneto,0,4791,605,5396,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Toscana,0,4554,1602,6156,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Sicilia,532,2807,4318,7657,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Lazio,0,5475,2308,7783,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Piemonte,0,5940,1968,7908,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Lombardia,0,7807,2416,10223,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Molise,0,425,755,1180,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Sardegna,0,703,230,933,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf,post-2019
Emilia-Romagna,0,6794,2695,9489,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Lazio,0,5666,2338,8004,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Sicilia,298,2479,4488,7265,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Toscana,0,4873,1589,6462,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Veneto,0,4874,612,5486,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Campania,0,2618,2591,5209,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Puglia,125,1752,2792,4669,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Liguria,0,3345,937,4282,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Piemonte,0,6081,2027,8108,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Calabria,0,1253,2635,3888,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Marche,0,1921,1125,3046,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Abruzzo,0,1462,619,2081,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Umbria,0,1519,406,1925,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Basilicata,0,1033,698,1731,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Trentino-Alto Adige,0,1521,180,1701,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Molise,0,601,767,1368,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Sardegna,0,712,239,951,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Friuli-Venezia Giulia,0,3533,288,3821,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Lombardia,0,7869,2474,10343,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Valle D'Aosta,0,40,28,68,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf,post-2019
Valle D'Aosta,0,57,28,85,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Lombardia,0,8046,2705,10751,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Lazio,0,5840,2517,8357,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Piemonte,0,6015,2025,8040,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Toscana,0,5018,1627,6645,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Veneto,0,5120,621,5741,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Campania,0,2662,2707,5369,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Puglia,338,1681,2774,4793,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Calabria,0,1776,2757,4533,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Friuli-Venezia Giulia,0,4005,286,4291,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Liguria,0,3248,948,4196,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Marche,0,2012,1125,3137,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Abruzzo,0,1544,635,2179,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Umbria,0,1544,402,1946,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Basilicata,0,1110,683,1793,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Trentino-Alto Adige,0,1570,164,1734,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Molise,0,632,790,1422,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Sardegna,0,730,245,975,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Emilia-Romagna,0,6996,2776,9772,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Sicilia,2059,2939,4579,9577,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf,post-2019
Liguria,0,3680,952,4632,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Sardegna,0,908,244,1152,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Lombardia,0,8196,2795,10991,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Sicilia,1385,3371,4525,9281,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Lazio,0,5880,2530,8410,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Piemonte,0,6185,2086,8271,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Toscana,0,5048,1620,6668,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Veneto,0,5335,619,5954,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Campania,0,2915,2849,5764,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Valle D'Aosta,0,67,32,99,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Calabria,0,2300,2819,5119,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Friuli-Venezia Giulia,0,4577,282,4859,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Puglia,309,1722,2810,4841,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Marche,0,2170,1150,3320,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Abruzzo,0,1639,682,2321,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Umbria,0,1589,406,1995,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Basilicata,0,1117,695,1812,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Trentino-Alto Adige,0,1585,211,1796,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Molise,0,693,828,1521,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Emilia-Romagna,0,7137,2797,9934,2022-08-31,cruscotto_statistico_giornaliero_31-08-2022.pdf,post-2019
Lombardia,0,8454,2745,11199,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Valle D'Aosta,0,90,31,121,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Sardegna,0,849,243,1092,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Campania,0,3321,2971,6292,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Lazio,0,6054,2538,8592,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Sicilia,351,3353,4663,8367,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Toscana,0,5228,1672,6900,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Veneto,0,5410,625,6035,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Puglia,54,1953,2979,4986,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Piemonte,0,6498,2116,8614,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Calabria,0,1837,2885,4722,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Friuli-Venezia Giulia,0,4499,276,4775,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Marche,0,2175,1150,3325,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Abruzzo,0,1770,699,2469,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Umbria,0,1581,422,2003,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Basilicata,0,1165,717,1882,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Trentino-Alto Adige,0,1552,213,1765,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Molise,0,701,856,1557,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Liguria,0,3718,972,4690,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Emilia-Romagna,0,7250,2960,10210,2022-09-30,cruscotto_statistico_giornaliero_30-09-2022.pdf,post-2019
Lazio,0,6237,2598,8835,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Sicilia,1563,3456,4830,9849,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Emilia-Romagna,0,7274,3000,10274,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Friuli-Venezia Giulia,0,4311,264,4575,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Trentino-Alto Adige,0,1527,213,1740,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Piemonte,0,6571,2167,8738,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Lombardia,0,8564,2843,11407,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Toscana,0,5183,1674,6857,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Basilicata,0,1191,720,1911,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Veneto,0,5387,636,6023,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Calabria,0,2710,2856,5566,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Puglia,239,1875,3104,5218,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Liguria,0,3840,982,4822,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Molise,0,710,882,1592,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Marche,0,2207,1188,3395,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Campania,0,3453,3007,6460,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Sardegna,0,920,257,1177,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Umbria,0,1605,426,2031,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Abruzzo,0,1841,719,2560,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Valle D'Aosta,0,100,31,131,2022-10-31,cruscotto_statistico_giornaliero_31-10-2022.pdf,post-2019
Emilia-Romagna,0,7428,3028,10456,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Sicilia,361,3516,4875,8752,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Toscana,0,5409,1709,7118,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Campania,0,3750,3080,6830,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Veneto,0,5615,719,6334,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Calabria,0,2227,2879,5106,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Puglia,93,1826,3037,4956,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Liguria,0,3890,1012,4902,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Abruzzo,0,1857,766,2623,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Umbria,0,1645,425,2070,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Basilicata,0,1233,730,1963,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Trentino-Alto Adige,0,1499,208,1707,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Molise,0,716,875,1591,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Marche,0,2230,1219,3449,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Friuli-Venezia Giulia,0,4265,262,4527,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Lazio,0,6631,2656,9287,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Piemonte,0,6902,2238,9140,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Valle D'Aosta,0,100,31,131,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Sardegna,0,1183,251,1434,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
Lombardia,0,9107,3017,12124,2022-11-30,cruscotto_statistico_giornaliero_30_novembre_2022.pdf,post-2019
